2018-19,2019-20,2020-21,2021-22,2022-23,2023-24,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Guaranteed,MP,ORB,PF,PTS,Player,Pos,STL,Signed Using,TOV,TRB,eFG%
4698113,0,0,0,0,0,2.6,0.48,5.4,1.3,0.33,3.9,2.3,37,0.1,1.0,3.9,0.42,9.3,1.3,0.93,1.4,80,0,2304226,20.7,0.3,1.1,10.3,Jamal Crawford,SG,0.5,/,1.2,1.3,0.49
3940402,0,0,0,0,0,2.1,0.45,4.7,1.0,0.29,3.4,1.6,21,0.2,3.2,3.0,0.37,8.1,1.6,0.76,2.1,69,50,3940402,27.4,0.5,2.4,8.7,Stanley Johnson,SF,1.4,1st round pick,1.1,3.7,0.43
1641000,1719000,0,0,0,0,1.1,0.5,2.2,0.9,0.35,2.6,1.1,25,0.3,1.5,2.0,0.42,4.8,0.5,1.0,0.5,82,5,1641000,18.1,0.4,1.5,5.4,Pat Connaughton,SG,0.3,,0.5,1.9,0.51
3651480,3825360,0,0,0,0,2.6,0.57,4.6,0.0,0.0,0.0,0.9,35,0.3,2.3,2.6,0.57,4.6,1.3,0.62,2.1,52,4,7476840,14.6,1.0,2.4,6.5,Nene Hilario,C,0.5,Non-Bird Rights,0.7,3.3,0.57
1567007,0,0,0,0,0,1.4,0.64,2.2,0.0,0.0,0.0,0.6,31,1.1,2.6,1.4,0.64,2.2,0.6,0.55,1.1,61,1,1567007,12.0,1.4,2.0,3.5,Salah Mejri,C,0.4,,0.6,4.0,0.64
4536120,5300400,6731508,0,0,0,3.4,0.5,6.8,2.1,0.36,5.9,1.2,20,0.6,6.3,5.5,0.43,12.7,2.1,0.88,2.4,68,68,9836520,29.7,1.2,1.5,15.2,Lauri Markkanen,PF,0.6,1st Round Pick,1.2,7.5,0.52
4449000,0,0,0,0,0,2.9,0.5,5.8,0.8,0.29,2.8,2.9,27,0.2,4.4,3.7,0.43,8.6,1.0,0.67,1.5,82,7,4449000,22.6,0.8,2.2,9.2,Lance Stephenson,SG,0.6,,1.6,5.2,0.48
11286516,3000000,0,0,0,0,0.5,0.42,1.19,0.0,0.0,0.0,0.17,31,0.19,2.09,0.5,0.42,1.19,0.22,0.3,0.73,36,0,14286516,10.09,0.5,1.11,1.22,Omer Asik,C,0.12,,0.52,2.59,0.42
1544951,1701735,0,0,0,0,1.78,0.56,3.19,0.1,0.37,0.27,0.68,23,0.32,2.51,1.9,0.56,3.41,1.22,0.65,1.89,96,2,1544951,10.31,1.28,1.32,5.11,Willy Hernangomez,C,0.4,Cap Space,0.71,3.79,0.57
2807880,3280920,5029650,0,0,0,1.9,0.56,3.4,0.8,0.3,2.7,1.1,22,0.2,2.4,2.7,0.44,6.2,0.4,0.8,0.5,68,41,6088800,22.1,0.4,1.2,6.7,Justin Jackson,SF,0.4,1st Round Pick,0.6,2.8,0.5
5450000,0,0,0,0,0,1.2,0.48,2.5,0.1,0.1,1.0,0.4,31,0.4,1.1,1.4,0.4,3.5,0.6,1.0,0.6,33,2,5450000,8.6,0.5,1.3,3.4,Jason Smith,C,0.1,,0.5,1.6,0.41
17469565,18539130,0,0,0,0,2.9,0.56,5.2,1.1,0.3,3.7,7.3,27,1.3,6.6,4.0,0.45,8.8,1.9,0.76,2.5,70,70,36008695,32.7,1.1,2.6,11.0,Draymond Green,PF,1.4,Bird Rights,2.9,7.699999999999999,0.52
6000000,5700000,0,0,0,0,4.1,0.51,8.1,1.0,0.33,3.0,2.5,28,0.2,2.6,5.1,0.46,11.0,2.7,0.77,3.5,69,50,7000000,29.4,0.9,2.5,13.9,Jonathon Simmons,SG,0.8,Cap space,2.1,3.5,0.51
10000000,0,0,0,0,0,1.4,0.41,3.4,1.7,0.37,4.6,1.6,30,1.1,3.0,3.1,0.39,8.0,0.7,0.78,0.9,70,60,10000000,25.6,0.6,1.7,8.6,Danny Green,SG,0.9,Bird Rights,1.1,3.6,0.49
76236,0,0,0,0,0,1.5,0.38,4.0,2.5,0.56,4.5,3.5,32,1.5,2.5,4.0,0.47,8.5,1.5,1.0,1.5,2,0,76236,32.0,0.5,1.5,12.0,Andre Ingram,SG,1.5,,1.5,3.0,0.62
2393887,0,0,0,0,0,3.99,0.47,8.5,0.48,0.29,1.68,3.39,36,0.7,3.02,4.48,0.44,10.21,2.0,0.71,2.8,134,6,2393887,22.89,0.7,1.87,11.43,Dwyane Wade,SG,0.9,Minimum Salary,2.1,3.7199999999999998,0.46
9607500,9607500,0,0,0,0,0.7,0.37,1.9,0.8,0.38,2.1,3.8,27,0.0,1.3,1.4,0.35,4.0,0.7,1.0,0.7,38,3,19215000,18.7,0.4,1.8,4.3,Matthew Dellavedova,PG,0.4,Cap Space,1.3,1.7000000000000002,0.45
6500000,6825000,7150000,0,0,0,1.4,0.5,2.8,1.1,0.41,2.7,1.3,29,0.2,3.3,2.6,0.47,5.5,0.5,0.71,0.7,67,21,13325000,20.5,0.8,2.1,6.8,Nemanja Bjelica,PF,0.7,,0.8,4.1,0.57
5193600,5453280,0,0,0,0,2.6,0.5,5.2,0.0,0.0,0.3,1.1,31,0.6,3.8,2.6,0.47,5.5,0.7,0.7,1.0,81,67,5193600,18.3,1.6,2.5,6.0,Aron Baynes,C,0.3,,1.0,5.4,0.47
2516048,0,0,0,0,0,1.4,0.54,2.6,0.9,0.33,2.7,0.7,24,0.2,1.8,2.3,0.43,5.3,0.7,0.7,1.0,38,0,2516048,13.7,0.7,1.4,6.2,Justin Anderson,SF,0.4,1st Round pick,0.4,2.5,0.52
1378242,1618520,0,0,0,0,1.1,0.46,2.4,0.3,0.37,0.8,0.9,23,0.3,1.5,1.4,0.44,3.2,0.8,0.67,1.2,73,17,1378242,15.8,0.5,1.7,3.9,Sindarius Thornwell,SG,0.7,MLE,0.7,2.0,0.48
1952760,2281800,3872215,0,0,0,1.5,0.71,2.1,0.0,0.0,0.0,0.2,21,0.4,1.1,1.5,0.71,2.1,0.7,0.78,0.9,32,2,4234560,6.7,0.8,0.9,3.7,Ante Zizic,C,0.1,1st Round Pick,0.3,1.9000000000000001,0.71
2667600,0,0,0,0,0,1.0,0.5,2.0,0.0,0.0,0.0,0.0,20,0.0,0.0,1.0,0.5,2.0,0.0,0.0,0.0,1,0,2667600,4.0,0.0,1.0,2.0,Justin Patton,C,1.0,,0.0,0.0,0.5
8000000,8000000,1500000,0,0,0,5.0,0.48,10.4,2.4,0.36,6.6,5.3,31,0.2,2.0,7.4,0.44,16.9,5.5,0.89,6.2,79,19,16000000,32.8,0.5,1.3,22.6,Lou Williams,SG,1.1,Cap Space,3.0,2.5,0.51
1715867,0,0,0,0,0,2.6,0.6,4.3,0.0,0.0,0.0,0.6,21,0.6,2.8,2.6,0.6,4.3,0.6,0.67,0.9,62,6,1715867,15.2,1.2,2.0,5.8,Deyonta Davis,C,0.2,/,0.5,4.0,0.6
10500000,0,0,0,0,0,3.1,0.53,5.8,1.9,0.4,4.8,1.5,28,0.1,3.0,5.1,0.48,10.7,2.2,0.85,2.6,80,80,10500000,30.8,0.4,1.6,14.3,Bojan Bogdanovic,SF,0.7,Cap space,1.3,3.4,0.57
5250000,0,0,0,0,0,2.3,0.56,4.1,0.8,0.36,2.2,0.9,33,0.3,3.5,3.1,0.49,6.3,1.2,0.86,1.4,38,6,5250000,21.2,0.8,1.6,8.2,Thabo Sefolosha,SF,1.4,Cap space,0.8,4.3,0.56
15978887,0,0,0,0,0,2.6,0.63,4.1,0.0,0.0,0.0,1.2,35,0.6,6.2,2.6,0.63,4.1,1.3,0.65,2.0,46,46,13585000,25.0,2.9,2.3,6.5,Tyson Chandler,C,0.3,/,1.3,9.1,0.63
8333333,8730158,0,0,0,0,0.9,0.43,2.1,2.3,0.35,6.5,0.8,30,0.3,1.9,3.2,0.37,8.6,1.2,0.86,1.4,70,3,17063491,19.1,0.3,1.9,10.0,C.J. Miles,SF,0.5,MLE,0.6,2.1999999999999997,0.51
1544951,2351839,0,0,0,0,2.8,0.62,4.5,0.4,0.25,1.6,2.0,23,0.5,3.5,3.1,0.51,6.1,0.7,0.64,1.1,81,5,3896790,20.7,1.0,2.0,7.3,Pascal Siakam,PF,0.8,1st Round pick,0.8,4.5,0.54
449794,1588231,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,22,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,449794,2.0,0.0,1.0,2.0,Edmond Sumner,PG,0.0,Two-Way Contract,0.0,1.0,1.0
2526840,3481986,0,0,0,0,3.2,0.51,6.3,2.0,0.39,5.1,2.6,23,0.3,4.7,5.2,0.46,11.4,2.3,0.85,2.7,78,73,6008826,29.6,2.0,2.1,14.6,Dario Saric,PF,0.7,1st Round pick,1.9,6.7,0.54
2205000,0,0,0,0,0,0.8,0.5,1.6,1.8,0.41,4.4,1.4,27,0.2,1.8,2.6,0.44,5.9,0.7,0.87,0.8,82,3,2205000,23.7,0.2,2.0,7.8,Darius Miller,SF,0.3,MLE,0.7,2.0,0.59
8641000,9073050,9505100,9937150,0,0,2.9,0.57,5.1,0.3,0.37,0.8,2.7,24,0.8,4.2,3.1,0.53,5.9,1.4,0.7,2.0,74,67,37156300,26.7,1.1,1.5,7.9,Kyle Anderson,SF,1.6,MLE,1.3,5.300000000000001,0.55
2540992,0,0,0,0,0,1.52,0.53,2.89,0.4,0.26,1.51,0.91,31,0.18,1.52,1.98,0.45,4.4,0.89,0.71,1.26,144,36,4811488,16.81,0.59,1.9,5.3,Corey Brewer,SF-SG,1.11,//,0.69,2.11,0.5
16900000,16900000,0,0,0,0,4.9,0.59,8.3,0.2,0.25,0.8,1.3,26,1.1,4.6,5.1,0.56,9.1,1.8,0.64,2.8,77,77,16000000,28.0,2.6,2.1,12.3,Derrick Favors,C,0.7,,1.1,7.199999999999999,0.57
3500000,3500000,3500000,0,0,0,0.4,0.33,1.2,2.1,0.47,4.5,1.0,32,0.1,2.0,2.5,0.44,5.7,0.0,0.0,0.0,10,0,10500000,15.9,0.3,1.4,7.1,Mirza Teletovic,PF,0.4,,0.7,2.3,0.62
13155323,0,0,0,0,0,3.4,0.47,7.3,2.2,0.37,5.9,4.0,25,0.3,1.9,5.6,0.42,13.2,1.7,0.65,2.6,61,59,13155323,33.7,0.4,2.5,15.1,Austin Rivers,SG,1.2,/,1.8,2.3,0.51
17043478,18086956,0,0,0,0,4.3,0.47,9.1,1.2,0.32,3.8,5.3,27,0.1,2.1,5.5,0.43,12.8,2.5,0.83,3.0,45,45,35130434,26.7,0.6,1.9,14.6,Reggie Jackson,PG,0.6,Bird Rights,2.2,2.7,0.48
8653847,9000000,0,0,0,0,1.6,0.43,3.7,1.4,0.41,3.4,3.2,23,0.3,2.1,3.1,0.43,7.2,1.1,0.85,1.3,76,0,17653847,20.0,0.3,1.7,8.6,Fred VanVleet,PG,0.9,Bird Rights,1.0,2.4,0.53
30560700,33005556,35450412,37895268,0,0,4.2,0.45,9.3,3.1,0.4,7.7,3.3,27,0.5,4.7,7.3,0.43,17.0,4.3,0.83,5.2,79,79,99016668,36.6,0.9,2.9,21.9,Paul George,SF,2.0,Maximum Salary,2.7,5.6000000000000005,0.52
11327466,9732396,0,0,0,0,3.8,0.58,6.5,0.0,0.0,0.1,1.5,27,1.4,4.8,3.8,0.58,6.6,1.2,0.57,2.1,76,69,21059862,25.9,2.0,2.7,8.8,John Henson,C,0.6,1st Round Pick,1.1,6.8,0.58
2029463,0,0,0,0,0,3.2,0.44,7.28,1.71,0.29,5.88,4.78,28,0.1,1.57,4.91,0.37,13.18,3.67,0.9,4.09,64,30,2029463,26.92,0.53,1.8,15.19,Isaiah Thomas,PG,0.5,Minimum Salary,2.98,2.1,0.44
1378242,1618520,0,0,0,0,0.9,0.43,2.1,0.6,0.35,1.7,0.5,22,0.2,2.1,1.5,0.39,3.8,0.4,1.0,0.4,54,4,1378242,14.4,0.5,1.5,4.0,Sterling Brown,SG,0.6,MLE,0.5,2.6,0.47
4075000,4150000,0,0,0,0,1.0,0.45,2.2,0.6,0.4,1.5,0.7,24,0.0,1.1,1.6,0.43,3.7,0.4,0.8,0.5,23,1,4075000,14.7,0.5,0.6,4.1,Glenn Robinson,SF,0.6,MLE,0.2,1.6,0.51
2393887,0,0,0,0,0,1.2,0.66,1.82,0.73,0.34,2.17,0.69,34,0.23,2.33,1.98,0.5,3.98,0.3,0.83,0.36,106,2,2393887,13.12,0.2,1.29,4.98,Channing Frye,C,0.32,Minimum Salary,0.4,2.5300000000000002,0.59
9600000,9600000,9600000,0,0,0,2.6,0.53,4.9,0.4,0.31,1.3,3.1,22,0.2,1.6,3.0,0.48,6.2,1.8,0.82,2.2,14,0,27300000,16.8,0.3,1.4,8.1,Dante Exum,PG,0.6,Cap Space,1.4,1.9000000000000001,0.52
6434520,8113930,0,0,0,0,6.7,0.55,12.2,0.0,0.0,0.1,8.2,21,0.9,6.3,6.7,0.54,12.3,2.4,0.57,4.2,81,81,14548450,33.7,1.8,2.6,15.8,Ben Simmons,PG,1.7,1st Round pick,3.4,8.1,0.54
1378242,0,0,0,0,0,0.4,0.5,0.8,0.0,0.0,0.0,0.0,19,0.3,0.4,0.4,0.5,0.8,0.5,1.0,0.5,11,0,1378242,2.7,0.5,0.1,1.2,Ike Anigbogu,C,0.1,,0.2,0.9,0.5
24119025,25595700,0,0,0,0,4.5,0.46,9.8,1.5,0.34,4.4,4.2,33,1.4,7.0,5.9,0.42,14.2,3.8,0.83,4.6,73,73,24119025,33.0,1.1,2.5,17.2,Marc Gasol,C,0.7,Bird Rights,2.7,8.1,0.47
15000000,0,0,0,0,0,1.5,0.54,2.8,2.5,0.36,6.9,1.6,32,0.2,3.9,4.0,0.41,9.7,1.1,0.85,1.3,67,67,15000000,33.9,0.5,2.0,11.7,Trevor Ariza,SF,1.5,Cap Space,0.8,4.4,0.54
1621415,1845301,0,0,0,0,1.81,0.56,3.21,0.72,0.34,2.13,0.99,27,0.28,2.09,2.51,0.47,5.31,1.31,0.82,1.6,144,44,1621415,22.29,1.01,1.89,7.11,James Ennis,SF,0.68,,0.78,3.0999999999999996,0.54
18500000,18500000,0,0,0,0,1.8,0.46,3.9,2.7,0.38,7.1,1.6,25,0.5,3.9,4.5,0.41,11.0,1.5,0.83,1.8,75,68,18500000,29.3,0.4,2.2,13.2,Allen Crabbe,SG,0.6,Cap Space,1.0,4.3,0.53
1544951,0,0,0,0,0,3.8,0.54,7.1,1.3,0.38,3.4,3.2,25,0.3,2.8,5.1,0.49,10.5,1.6,0.89,1.8,48,20,1544951,29.9,0.5,2.7,13.0,Malcolm Brogdon,PG,0.9,Cap Space,1.4,3.3,0.55
3774177,0,0,0,0,0,1.1,0.46,2.4,0.9,0.33,2.7,0.9,30,0.1,1.4,2.0,0.39,5.1,1.3,0.87,1.5,77,0,4093854,14.5,0.2,0.7,6.3,Jodie Meeks,SG,0.4,//,0.5,1.5999999999999999,0.48
27928140,0,0,0,0,0,3.9,0.44,8.9,2.2,0.36,6.1,1.3,33,0.6,4.9,6.1,0.41,15.0,1.9,0.76,2.5,78,78,27928140,32.1,0.9,2.5,16.2,Carmelo Anthony,PF,0.6,/,1.3,5.800000000000001,0.48
2165481,0,0,0,0,0,1.3,0.52,2.5,0.9,0.43,2.1,0.6,30,0.2,2.6,2.1,0.46,4.6,0.6,0.75,0.8,74,19,2165481,15.3,0.7,1.7,5.8,Jonas Jerebko,PF,0.3,Minimum Salary,0.4,3.3,0.55
3000000,3150000,0,0,0,0,2.2,0.49,4.5,1.6,0.36,4.4,2.5,24,0.1,2.7,3.8,0.43,8.9,1.0,0.77,1.3,82,21,3000000,27.8,0.3,1.9,10.2,Yogi Ferrell,SG,0.8,Cap Space,1.0,3.0,0.52
213949,0,0,0,0,0,0.4,0.4,1.0,1.5,0.36,4.2,0.8,27,0.4,3.1,1.9,0.37,5.2,0.7,0.78,0.9,70,8,213949,19.4,0.6,2.1,5.9,Quincy Acy,PF,0.5,,0.9,3.7,0.51
9173295,0,0,0,0,0,3.5,0.53,6.6,1.0,0.36,2.8,1.9,28,0.5,4.6,4.5,0.48,9.4,1.4,0.78,1.8,73,73,9173295,27.0,1.0,3.0,11.5,Markieff Morris,PF,0.8,/Cap Space,1.7,5.6,0.53
5169960,6534829,0,0,0,0,3.6,0.51,7.1,1.7,0.39,4.4,1.6,21,0.4,4.0,5.3,0.46,11.5,2.1,0.64,3.3,70,70,11704789,30.7,0.9,2.6,14.5,Jaylen Brown,SG,1.0,1st Rd pick,1.8,4.9,0.53
4221000,5348007,0,0,0,0,4.7,0.46,10.2,0.8,0.31,2.6,6.0,23,0.5,3.8,5.5,0.43,12.8,1.6,0.73,2.2,52,43,9569007,29.3,0.5,3.3,13.4,Kris Dunn,PG,2.0,1st Round pick,2.9,4.3,0.46
19169800,37800000,40824000,43848000,46872000,0,5.3,0.43,12.2,1.5,0.37,4.1,9.6,27,1.1,3.1,6.8,0.42,16.3,4.3,0.73,5.9,41,41,141641800,34.4,0.5,2.0,19.4,John Wall,PG,1.4,Bird Rights,3.9,3.6,0.46
2176260,0,0,0,0,0,2.1,0.6,3.5,0.2,0.5,0.4,1.0,29,0.4,3.2,2.3,0.59,3.9,0.9,0.69,1.3,53,7,2176260,14.0,0.6,1.3,5.7,Omri Casspi,SF,0.3,,0.7,3.8000000000000003,0.62
2955840,3454080,5115492,0,0,0,2.5,0.52,4.8,0.0,0.0,0.1,1.5,20,0.6,3.8,2.5,0.51,4.9,1.9,0.73,2.6,69,19,6409920,19.8,1.7,2.0,6.9,Bam Adebayo,C,0.5,1st Round Pick,1.0,5.5,0.51
21590909,19863636,18136364,16409091,0,0,4.5,0.5,9.0,2.0,0.34,5.9,2.3,22,0.8,6.4,6.5,0.44,14.9,2.7,0.69,3.9,58,57,76000000,32.9,1.5,1.9,17.6,Aaron Gordon,PF,1.0,,1.8,7.9,0.5
16000000,16720000,0,0,0,0,1.5,0.62,2.4,0.1,0.17,0.6,0.4,31,0.4,2.1,1.7,0.57,3.0,0.7,0.7,1.0,31,13,32720000,11.6,1.0,1.3,4.2,Timofey Mozgov,C,0.2,Cap Space,1.1,3.1,0.58
13500375,14057730,0,0,0,0,2.9,0.56,5.2,3.2,0.36,8.8,2.2,29,0.4,2.1,6.0,0.43,14.1,2.8,0.8,3.5,69,30,27558105,31.2,0.4,1.7,18.0,Eric Gordon,SG,0.6,Cap Space,1.9,2.5,0.54
950000,0,0,0,0,0,2.1,0.46,4.6,0.3,0.25,1.2,3.1,23,0.1,1.1,2.4,0.41,5.8,1.5,0.71,2.1,67,9,950000,17.4,0.3,1.7,6.6,Isaiah Taylor,PG,0.5,,1.3,1.4000000000000001,0.44
14000000,0,0,0,0,0,5.1,0.59,8.6,0.1,0.25,0.4,1.2,32,0.7,4.8,5.2,0.58,9.0,1.7,0.74,2.3,82,82,14000000,33.2,2.4,2.7,12.2,Taj Gibson,PF,0.8,Cap space,1.1,7.199999999999999,0.58
2667600,3117240,4781846,0,0,0,0.4,0.57,0.7,0.4,0.36,1.1,0.5,22,0.2,1.1,0.8,0.44,1.8,0.5,0.71,0.7,33,4,5784840,7.1,0.5,0.7,2.4,Guerschon Yabusele,PF,0.1,1st Round Pick,0.4,1.6,0.56
13528090,14471910,15415730,0,0,0,2.5,0.54,4.6,0.1,1.0,0.1,0.9,25,0.6,3.3,2.6,0.55,4.7,1.8,0.69,2.6,33,0,43415730,19.0,2.0,2.5,7.1,Cody Zeller,C,0.4,1st Round Pick,1.0,5.3,0.56
156924,122741,122741,122741,122741,0,1.89,0.56,3.37,0.49,0.27,1.79,0.79,23,0.18,1.97,2.42,0.46,5.21,0.97,0.68,1.42,42,2,647888,14.63,1.01,1.62,6.31,Troy Williams,SF,0.97,/,0.92,2.98,0.51
1544951,0,0,0,0,0,0.3,0.37,0.8,0.1,0.17,0.6,0.3,23,0.1,0.3,0.4,0.31,1.3,0.1,1.0,0.1,35,1,1544951,4.6,0.1,0.4,1.0,Jake Layman,SF,0.2,Cap Space,0.1,0.4,0.35
8653076,0,0,0,0,0,0.8,0.5,1.6,2.9,0.39,7.5,1.0,30,0.1,2.5,3.7,0.41,9.1,0.9,0.9,1.0,77,2,8653076,26.5,0.3,1.2,11.2,Wayne Ellington,SG,0.7,/,0.7,2.8,0.57
1378242,1618520,0,0,0,0,2.2,0.39,5.7,0.6,0.35,1.7,2.8,23,0.2,1.9,2.8,0.38,7.3,1.8,0.82,2.2,52,2,1378242,18.9,0.6,1.4,7.9,Frank Mason,PG,0.7,,1.3,2.5,0.42
37457154,40231758,43006362,45780966,0,0,4.2,0.59,7.1,4.2,0.43,9.8,6.1,29,0.2,4.4,8.4,0.5,16.9,5.5,0.93,5.9,51,51,166476240,32.0,0.7,2.2,26.4,Stephen Curry,PG,1.6,Bird Rights,3.0,5.1000000000000005,0.62
25434263,27093018,0,0,0,0,5.7,0.53,10.7,0.0,0.0,0.0,1.0,28,1.7,8.2,5.8,0.54,10.7,2.4,0.71,3.4,54,54,25434263,25.3,3.2,2.4,14.0,Hassan Whiteside,C,0.7,Cap Space,1.7,11.399999999999999,0.54
12400000,0,0,0,0,0,4.8,0.48,10.1,2.2,0.4,5.5,5.2,28,0.3,4.3,7.0,0.45,15.6,3.2,0.8,4.0,52,32,12400000,30.9,0.8,1.8,19.4,Tyreke Evans,PG,1.1,,2.3,5.1,0.52
20099189,21329750,0,0,0,0,6.1,0.54,11.3,2.8,0.41,6.8,5.1,25,0.3,3.2,8.9,0.49,18.1,3.9,0.89,4.4,60,60,20099189,32.2,0.6,2.0,24.4,Kyrie Irving,PG,1.1,Bird Rights,2.3,3.8000000000000003,0.57
10000000,0,0,0,0,0,3.2,0.51,6.3,1.4,0.47,3.0,5.3,30,0.2,2.0,4.6,0.5,9.2,1.8,0.86,2.1,69,64,10000000,29.2,0.5,1.8,12.4,Darren Collison,PG,1.3,Cap space,1.2,2.5,0.58
14465421,0,0,0,0,0,4.0,0.4,10.0,1.0,0.5,2.0,4.0,29,0.0,0.0,5.0,0.42,12.0,7.0,1.0,7.0,1,1,14465421,25.0,0.0,3.0,18.0,Jeremy Lin,PG,0.0,/,3.0,0.0,0.46
1349383,0,0,0,0,0,0.5,0.5,1.0,0.3,0.37,0.8,1.3,22,0.0,0.8,0.8,0.44,1.8,0.0,0.0,0.0,6,0,1349383,4.7,0.0,0.3,2.0,Daniel Hamilton,SG,0.2,,0.3,0.8,0.53
24157304,25842697,27528090,0,0,0,9.3,0.55,16.8,0.6,0.32,1.9,4.8,23,1.4,8.0,9.9,0.53,18.7,6.5,0.76,8.5,75,75,77528091,36.7,2.1,3.1,26.9,Giannis Antetokounmpo,PF,1.5,1st Round Pick,3.0,10.1,0.55
8333333,7670000,0,0,0,0,2.0,0.59,3.4,1.9,0.41,4.6,1.6,26,0.3,2.7,3.9,0.49,8.0,1.1,0.85,1.3,78,14,16003333,25.3,0.7,2.0,10.8,Joe Harris,SG,0.4,Early Bird Rights,1.2,3.4000000000000004,0.61
